     0.868
     0.148
     0.142
     0.142
     0.142
     0.122
     0.124
     0.120
     0.142
     0.142
     0.144
     0.139
     0.144
     0.142
     0.144
     0.133
     0.128
     0.124
     0.144
     0.137
     0.142
     0.141
     0.143
     0.139
     0.141
