     0.889
     0.111
     0.124
     0.099
     0.114
     0.118
     0.115
     0.116
     0.114
     0.117
     0.112
     0.127
     0.115
     0.114
     0.111
     0.115
     0.113
     0.116
     0.118
     0.113
     0.114
     0.098
     0.115
     0.118
     0.115
