    50.000,     0.083
    60.000,     0.122
    70.000,     0.125
    80.000,     0.129
    90.000,     0.175
   100.000,     0.170
   150.000,     0.339
   200.000,     0.418
   300.000,     1.068
   400.000,     1.423
   500.000,     2.086
   600.000,     4.229
   700.000,     5.580
   800.000,     7.526
   900.000,    10.253
  1000.000,    10.240
  1500.000,    10.483
  2000.000,    10.496
  3000.000,    10.650
  4000.000,    10.739
  5000.000,    11.008
