    50.000,     0.329
    60.000,     0.477
    70.000,     0.617
    80.000,     0.793
    90.000,     0.970
   100.000,     1.105
   150.000,     2.408
   200.000,     4.403
   300.000,    12.785
   400.000,    28.685
   500.000,    49.093
   600.000,    74.180
   700.000,   107.890
   800.000,   146.410
   900.000,   193.950
  1000.000,   216.876
  1500.000,   494.387
