    50.000,     0.014
    60.000,     0.016
    70.000,     0.018
    80.000,     0.016
    90.000,     0.016
   100.000,     0.015
   150.000,     0.022
   200.000,     0.025
   300.000,     0.049
   400.000,     0.092
   500.000,     0.137
   600.000,     0.223
   700.000,     0.289
   800.000,     0.343
   900.000,     0.504
  1000.000,     0.540
  1500.000,     1.328
  2000.000,     2.096
  3000.000,     4.661
